customer_id,customer_name,customer_type,occupation,annual_income,account_type,risk_score
CUST010,Jennifer Lee,Retail,Student,5999.994834,Savings,7
CUST011,William Brown,Retail,Retired,38000.0002,Savings,9
CUST012,Patricia Davis,Retail,Salaried,104999.9943,Current,4
CUST013,Christopher Moore,Retail,Self-employed,87999.9904,Business,11
CUST014,Linda Johnson,Retail,Housewife,25000.00412,Savings,6
CUST015,Daniel White,Retail,Salaried,95000.00691,Current,5
CUST016,Karen Martinez,Retail,Student,7499.999957,Savings,8
CUST017,Matthew Harris,Retail,Business,220000.0057,Business,20
CUST018,Nancy Clark,Retail,Retired,52000.00676,Savings,7
CUST019,Paul Lewis,Retail,Salaried,115000.0045,Current,4
CUST020,Betty Walker,Retail,Self-employed,77999.99768,Business,10
CUST001,John Mitchell,Retail,Student,8000.001034,Savings,5
CUST002,Sarah Thompson,Retail,Salaried,124999.9846,Current,3
CUST003,Michael Chen,Retail,Self-employed,95000.00876,Business,12
CUST004,Emily Rodriguez,Retail,Retired,44999.99624,Savings,8
CUST005,David Kumar,Retail,Student,4999.993417,Savings,4
CUST006,Lisa Anderson,Retail,Salaried,85000.00067,Current,6
CUST007,James Wilson,Retail,Self-employed,150000.0116,Business,15
CUST008,Maria Garcia,Retail,Salaried,72000.00778,Current,5
CUST009,Robert Taylor,Retail,Business,180000.0046,Business,18
CUST010,Jennifer Lee,Retail,Student,6000.005953,Savings,7
CUST011,William Brown,Retail,Retired,38000.00607,Savings,9
CUST012,Patricia Davis,Retail,Salaried,105000.0012,Current,4
CUST013,Christopher Moore,Retail,Self-employed,88000.0071,Business,11
CUST014,Linda Johnson,Retail,Housewife,25000.00577,Savings,6
CUST015,Daniel White,Retail,Salaried,94999.99764,Current,5
CUST016,Karen Martinez,Retail,Student,7500.008777,Savings,8
CUST017,Matthew Harris,Retail,Business,220000.0055,Business,20
CUST018,Nancy Clark,Retail,Retired,51999.99175,Savings,7
CUST019,Paul Lewis,Retail,Salaried,114999.9933,Current,4
CUST020,Betty Walker,Retail,Self-employed,78000.0031,Business,10
CUST001,John Mitchell,Retail,Student,8000.00887,Savings,5
CUST002,Sarah Thompson,Retail,Salaried,125000.0097,Current,3
CUST003,Michael Chen,Retail,Self-employed,95000.00868,Business,12
CUST004,Emily Rodriguez,Retail,Retired,44999.99458,Savings,8
CUST005,David Kumar,Retail,Student,4999.988398,Savings,4
CUST006,Lisa Anderson,Retail,Salaried,85000.00651,Current,6
CUST007,James Wilson,Retail,Self-employed,149999.992,Business,15
CUST008,Maria Garcia,Retail,Salaried,72000.00454,Current,5
CUST009,Robert Taylor,Retail,Business,179999.9946,Business,18
CUST010,Jennifer Lee,Retail,Student,6000.003856,Savings,7
CUST011,William Brown,Retail,Retired,37999.99895,Savings,9
CUST012,Patricia Davis,Retail,Salaried,105000.0172,Current,4
CUST013,Christopher Moore,Retail,Self-employed,88000.00724,Business,11
CUST014,Linda Johnson,Retail,Housewife,25000.01331,Savings,6
CUST015,Daniel White,Retail,Salaried,94999.99895,Current,5
CUST016,Karen Martinez,Retail,Student,7500.002973,Savings,8
CUST017,Matthew Harris,Retail,Business,220000.0183,Business,20
CUST018,Nancy Clark,Retail,Retired,51999.99933,Savings,7
CUST019,Paul Lewis,Retail,Salaried,114999.9952,Current,4
CUST020,Betty Walker,Retail,Self-employed,78000.00392,Business,10
CUST001,John Mitchell,Retail,Student,8000.012159,Savings,5
CUST002,Sarah Thompson,Retail,Salaried,124999.9893,Current,3
CUST003,Michael Chen,Retail,Self-employed,95000.01545,Business,12
CUST004,Emily Rodriguez,Retail,Retired,45000.00084,Savings,8
CUST005,David Kumar,Retail,Student,5000.000103,Savings,4
CUST006,Lisa Anderson,Retail,Salaried,85000.0053,Current,6
CUST007,James Wilson,Retail,Self-employed,149999.9905,Business,15
CUST008,Maria Garcia,Retail,Salaried,72000.01582,Current,5
CUST009,Robert Taylor,Retail,Business,180000.0044,Business,18
CUST010,Jennifer Lee,Retail,Student,6000.01173,Savings,7
CUST011,William Brown,Retail,Retired,37999.98329,Savings,9
CUST012,Patricia Davis,Retail,Salaried,104999.9986,Current,4
CUST013,Christopher Moore,Retail,Self-employed,88000.01451,Business,11
CUST014,Linda Johnson,Retail,Housewife,25000.00846,Savings,6
CUST015,Daniel White,Retail,Salaried,94999.99762,Current,5
CUST016,Karen Martinez,Retail,Student,7499.998852,Savings,8
CUST017,Matthew Harris,Retail,Business,220000.0011,Business,20
CUST018,Nancy Clark,Retail,Retired,52000.02238,Savings,7
CUST019,Paul Lewis,Retail,Salaried,115000.0083,Current,4
CUST020,Betty Walker,Retail,Self-employed,77999.98779,Business,10
CUST001,John Mitchell,Retail,Student,7999.996859,Savings,5
CUST002,Sarah Thompson,Retail,Salaried,125000.0284,Current,3
CUST003,Michael Chen,Retail,Self-employed,94999.98728,Business,12
CUST004,Emily Rodriguez,Retail,Retired,44999.99542,Savings,8
CUST005,David Kumar,Retail,Student,5000.004513,Savings,4
CUST006,Lisa Anderson,Retail,Salaried,85000.01009,Current,6
CUST007,James Wilson,Retail,Self-employed,150000.0054,Business,15
CUST008,Maria Garcia,Retail,Salaried,72000.01037,Current,5
CUST009,Robert Taylor,Retail,Business,180000.0085,Business,18
CUST010,Jennifer Lee,Retail,Student,5999.980201,Savings,7
CUST011,William Brown,Retail,Retired,37999.99288,Savings,9
CUST012,Patricia Davis,Retail,Salaried,104999.9978,Current,4
CUST013,Christopher Moore,Retail,Self-employed,88000.00818,Business,11
CUST014,Linda Johnson,Retail,Housewife,25000.01309,Savings,6
CUST015,Daniel White,Retail,Salaried,94999.99789,Current,5
CUST016,Karen Martinez,Retail,Student,7499.998282,Savings,8
CUST017,Matthew Harris,Retail,Business,219999.9898,Business,20
CUST018,Nancy Clark,Retail,Retired,52000.00826,Savings,7
CUST019,Paul Lewis,Retail,Salaried,115000.0135,Current,4
CUST020,Betty Walker,Retail,Self-employed,78000.01268,Business,10
CUST001,John Mitchell,Retail,Student,8000.006133,Savings,5
CUST002,Sarah Thompson,Retail,Salaried,125000.0035,Current,3
CUST003,Michael Chen,Retail,Self-employed,95000.00096,Business,12
CUST004,Emily Rodriguez,Retail,Retired,44999.99836,Savings,8
CUST005,David Kumar,Retail,Student,5000.014773,Savings,4
CUST006,Lisa Anderson,Retail,Salaried,84999.98399,Current,6
CUST007,James Wilson,Retail,Self-employed,149999.9967,Business,15
CUST008,Maria Garcia,Retail,Salaried,72000.00487,Current,5
CUST009,Robert Taylor,Retail,Business,179999.9996,Business,18
CUST010,Jennifer Lee,Retail,Student,5999.996858,Savings,7
CUST011,William Brown,Retail,Retired,37999.99815,Savings,9
CUST012,Patricia Davis,Retail,Salaried,104999.9825,Current,4
CUST013,Christopher Moore,Retail,Self-employed,87999.99309,Business,11
CUST014,Linda Johnson,Retail,Housewife,24999.99505,Savings,6
CUST015,Daniel White,Retail,Salaried,94999.99608,Current,5
CUST016,Karen Martinez,Retail,Student,7500.009094,Savings,8
CUST017,Matthew Harris,Retail,Business,219999.9846,Business,20
CUST018,Nancy Clark,Retail,Retired,52000.00571,Savings,7
CUST019,Paul Lewis,Retail,Salaried,115000.0071,Current,4
CUST020,Betty Walker,Retail,Self-employed,77999.98925,Business,10
CUST001,John Mitchell,Retail,Student,8000.000178,Savings,5
CUST002,Sarah Thompson,Retail,Salaried,124999.9942,Current,3
CUST003,Michael Chen,Retail,Self-employed,95000.00099,Business,12
CUST004,Emily Rodriguez,Retail,Retired,45000.00449,Savings,8
CUST005,David Kumar,Retail,Student,5000.00069,Savings,4
CUST006,Lisa Anderson,Retail,Salaried,85000.00272,Current,6
CUST007,James Wilson,Retail,Self-employed,150000.0029,Business,15
CUST008,Maria Garcia,Retail,Salaried,72000.00615,Current,5
CUST009,Robert Taylor,Retail,Business,179999.9813,Business,18
CUST010,Jennifer Lee,Retail,Student,6000.007692,Savings,7
CUST011,William Brown,Retail,Retired,37999.99045,Savings,9
CUST012,Patricia Davis,Retail,Salaried,104999.9782,Current,4
CUST013,Christopher Moore,Retail,Self-employed,88000.00948,Business,11
CUST014,Linda Johnson,Retail,Housewife,24999.99649,Savings,6
CUST015,Daniel White,Retail,Salaried,94999.99663,Current,5
CUST016,Karen Martinez,Retail,Student,7500.011502,Savings,8
CUST017,Matthew Harris,Retail,Business,219999.9937,Business,20
CUST018,Nancy Clark,Retail,Retired,51999.9998,Savings,7
CUST019,Paul Lewis,Retail,Salaried,114999.9921,Current,4
CUST020,Betty Walker,Retail,Self-employed,77999.99024,Business,10
CUST001,John Mitchell,Retail,Student,7999.992322,Savings,5
CUST002,Sarah Thompson,Retail,Salaried,124999.9928,Current,3
CUST003,Michael Chen,Retail,Self-employed,94999.99373,Business,12
CUST004,Emily Rodriguez,Retail,Retired,44999.99311,Savings,8
CUST005,David Kumar,Retail,Student,4999.99728,Savings,4
CUST006,Lisa Anderson,Retail,Salaried,84999.98664,Current,6
CUST007,James Wilson,Retail,Self-employed,149999.9862,Business,15
CUST008,Maria Garcia,Retail,Salaried,71999.99711,Current,5
CUST009,Robert Taylor,Retail,Business,179999.9882,Business,18
CUST010,Jennifer Lee,Retail,Student,6000.00847,Savings,7
CUST011,William Brown,Retail,Retired,37999.99132,Savings,9
CUST012,Patricia Davis,Retail,Salaried,105000.0096,Current,4
CUST013,Christopher Moore,Retail,Self-employed,87999.99715,Business,11
CUST014,Linda Johnson,Retail,Housewife,24999.98514,Savings,6
CUST015,Daniel White,Retail,Salaried,94999.99177,Current,5
CUST016,Karen Martinez,Retail,Student,7500.024367,Savings,8
CUST017,Matthew Harris,Retail,Business,220000.0059,Business,20
CUST018,Nancy Clark,Retail,Retired,51999.99452,Savings,7
CUST019,Paul Lewis,Retail,Salaried,114999.9866,Current,4
CUST020,Betty Walker,Retail,Self-employed,77999.99606,Business,10
CUST001,John Mitchell,Retail,Student,8000.008383,Savings,5
CUST002,Sarah Thompson,Retail,Salaried,124999.9921,Current,3
CUST003,Michael Chen,Retail,Self-employed,94999.99814,Business,12
CUST004,Emily Rodriguez,Retail,Retired,44999.98488,Savings,8
CUST005,David Kumar,Retail,Student,4999.988926,Savings,4
CUST006,Lisa Anderson,Retail,Salaried,84999.99986,Current,6
CUST007,James Wilson,Retail,Self-employed,150000.0066,Business,15
CUST008,Maria Garcia,Retail,Salaried,72000.01997,Current,5
CUST009,Robert Taylor,Retail,Business,179999.9855,Business,18
CUST010,Jennifer Lee,Retail,Student,5999.996441,Savings,7
CUST011,William Brown,Retail,Retired,37999.99267,Savings,9
CUST012,Patricia Davis,Retail,Salaried,104999.9759,Current,4
CUST013,Christopher Moore,Retail,Self-employed,88000.00328,Business,11
CUST014,Linda Johnson,Retail,Housewife,24999.98684,Savings,6
CUST015,Daniel White,Retail,Salaried,94999.99874,Current,5
CUST016,Karen Martinez,Retail,Student,7500.004009,Savings,8
CUST017,Matthew Harris,Retail,Business,220000.0065,Business,20
CUST018,Nancy Clark,Retail,Retired,52000.00013,Savings,7
CUST019,Paul Lewis,Retail,Salaried,114999.9856,Current,4
CUST020,Betty Walker,Retail,Self-employed,78000.01796,Business,10
CUST001,John Mitchell,Retail,Student,7999.992123,Savings,5
CUST002,Sarah Thompson,Retail,Salaried,124999.9793,Current,3
CUST003,Michael Chen,Retail,Self-employed,95000.00929,Business,12
CUST004,Emily Rodriguez,Retail,Retired,45000.01431,Savings,8
CUST005,David Kumar,Retail,Student,5000.016183,Savings,4
CUST006,Lisa Anderson,Retail,Salaried,85000.02014,Current,6
CUST007,James Wilson,Retail,Self-employed,149999.9934,Business,15
CUST008,Maria Garcia,Retail,Salaried,71999.99213,Current,5
CUST009,Robert Taylor,Retail,Business,179999.9787,Business,18
CUST010,Jennifer Lee,Retail,Student,5999.991304,Savings,7
CUST011,William Brown,Retail,Retired,37999.99689,Savings,9
CUST012,Patricia Davis,Retail,Salaried,104999.9974,Current,4
CUST013,Christopher Moore,Retail,Self-employed,87999.99917,Business,11
CUST014,Linda Johnson,Retail,Housewife,24999.98796,Savings,6
CUST015,Daniel White,Retail,Salaried,95000.01231,Current,5
CUST016,Karen Martinez,Retail,Student,7499.999153,Savings,8
CUST017,Matthew Harris,Retail,Business,219999.9869,Business,20
CUST018,Nancy Clark,Retail,Retired,51999.99665,Savings,7
CUST019,Paul Lewis,Retail,Salaried,114999.999,Current,4
CUST020,Betty Walker,Retail,Self-employed,78000.00159,Business,10
CUST001,John Mitchell,Retail,Student,8000.007833,Savings,5
CUST002,Sarah Thompson,Retail,Salaried,125000.0134,Current,3
CUST003,Michael Chen,Retail,Self-employed,95000.00353,Business,12
CUST004,Emily Rodriguez,Retail,Retired,45000.00883,Savings,8
CUST005,David Kumar,Retail,Student,5000.008926,Savings,4
CUST006,Lisa Anderson,Retail,Salaried,85000.00604,Current,6
CUST007,James Wilson,Retail,Self-employed,149999.9908,Business,15
CUST008,Maria Garcia,Retail,Salaried,71999.9915,Current,5
CUST009,Robert Taylor,Retail,Business,179999.9918,Business,18
CUST010,Jennifer Lee,Retail,Student,6000.002361,Savings,7
CUST011,William Brown,Retail,Retired,38000.01062,Savings,9
CUST012,Patricia Davis,Retail,Salaried,105000.0024,Current,4
CUST013,Christopher Moore,Retail,Self-employed,88000.00628,Business,11
CUST014,Linda Johnson,Retail,Housewife,25000.00168,Savings,6
CUST015,Daniel White,Retail,Salaried,94999.99303,Current,5
CUST016,Karen Martinez,Retail,Student,7500.000502,Savings,8
CUST017,Matthew Harris,Retail,Business,220000.0264,Business,20
CUST018,Nancy Clark,Retail,Retired,52000.0076,Savings,7
CUST019,Paul Lewis,Retail,Salaried,115000.0106,Current,4
CUST020,Betty Walker,Retail,Self-employed,78000.00229,Business,10
CUST001,John Mitchell,Retail,Student,8000.002654,Savings,5
CUST002,Sarah Thompson,Retail,Salaried,124999.9754,Current,3
CUST003,Michael Chen,Retail,Self-employed,95000.01649,Business,12
CUST004,Emily Rodriguez,Retail,Retired,45000.01393,Savings,8
CUST005,David Kumar,Retail,Student,5000.01282,Savings,4
CUST006,Lisa Anderson,Retail,Salaried,84999.99345,Current,6
CUST007,James Wilson,Retail,Self-employed,150000.0057,Business,15
CUST008,Maria Garcia,Retail,Salaried,72000.00722,Current,5
CUST009,Robert Taylor,Retail,Business,179999.9971,Business,18
CUST010,Jennifer Lee,Retail,Student,5999.996562,Savings,7
CUST011,William Brown,Retail,Retired,38000.00312,Savings,9
CUST012,Patricia Davis,Retail,Salaried,104999.9896,Current,4
CUST013,Christopher Moore,Retail,Self-employed,88000.00623,Business,11
CUST014,Linda Johnson,Retail,Housewife,25000.00022,Savings,6
CUST015,Daniel White,Retail,Salaried,94999.99125,Current,5
CUST016,Karen Martinez,Retail,Student,7500.019055,Savings,8
CUST017,Matthew Harris,Retail,Business,220000.0048,Business,20
CUST018,Nancy Clark,Retail,Retired,51999.99871,Savings,7
CUST019,Paul Lewis,Retail,Salaried,115000.0014,Current,4
CUST020,Betty Walker,Retail,Self-employed,78000.00827,Business,10
CUST001,John Mitchell,Retail,Student,7999.994587,Savings,5
CUST002,Sarah Thompson,Retail,Salaried,125000.0166,Current,3
CUST003,Michael Chen,Retail,Self-employed,95000.01538,Business,12
CUST004,Emily Rodriguez,Retail,Retired,45000.00643,Savings,8
CUST005,David Kumar,Retail,Student,4999.989971,Savings,4
CUST006,Lisa Anderson,Retail,Salaried,85000.00786,Current,6
CUST007,James Wilson,Retail,Self-employed,149999.9911,Business,15
CUST008,Maria Garcia,Retail,Salaried,71999.99873,Current,5
CUST009,Robert Taylor,Retail,Business,180000.0014,Business,18
CUST010,Jennifer Lee,Retail,Student,6000.00487,Savings,7
CUST011,William Brown,Retail,Retired,38000.00747,Savings,9
CUST012,Patricia Davis,Retail,Salaried,104999.9982,Current,4
CUST013,Christopher Moore,Retail,Self-employed,88000.015,Business,11
CUST014,Linda Johnson,Retail,Housewife,24999.9983,Savings,6
CUST015,Daniel White,Retail,Salaried,95000.00609,Current,5
CUST016,Karen Martinez,Retail,Student,7500.003038,Savings,8
CUST017,Matthew Harris,Retail,Business,219999.9946,Business,20
CUST018,Nancy Clark,Retail,Retired,52000.01949,Savings,7
CUST019,Paul Lewis,Retail,Salaried,114999.9933,Current,4
CUST020,Betty Walker,Retail,Self-employed,77999.99634,Business,10
CUST001,John Mitchell,Retail,Student,8000.009138,Savings,5
CUST002,Sarah Thompson,Retail,Salaried,125000.0078,Current,3
CUST003,Michael Chen,Retail,Self-employed,94999.99188,Business,12
CUST004,Emily Rodriguez,Retail,Retired,44999.99749,Savings,8
CUST005,David Kumar,Retail,Student,5000.002533,Savings,4
CUST006,Lisa Anderson,Retail,Salaried,84999.99589,Current,6
CUST007,James Wilson,Retail,Self-employed,150000.0004,Business,15
CUST008,Maria Garcia,Retail,Salaried,71999.99453,Current,5
CUST009,Robert Taylor,Retail,Business,179999.9938,Business,18
CUST010,Jennifer Lee,Retail,Student,5999.994908,Savings,7
CUST011,William Brown,Retail,Retired,37999.99743,Savings,9
CUST012,Patricia Davis,Retail,Salaried,105000.0108,Current,4
CUST013,Christopher Moore,Retail,Self-employed,88000.00668,Business,11
CUST014,Linda Johnson,Retail,Housewife,25000.0043,Savings,6
CUST015,Daniel White,Retail,Salaried,95000.00091,Current,5
CUST016,Karen Martinez,Retail,Student,7500.009303,Savings,8
CUST017,Matthew Harris,Retail,Business,220000.0095,Business,20
CUST018,Nancy Clark,Retail,Retired,52000.00403,Savings,7
CUST019,Paul Lewis,Retail,Salaried,114999.9942,Current,4
CUST020,Betty Walker,Retail,Self-employed,77999.99488,Business,10
CUST001,John Mitchell,Retail,Student,8000.006116,Savings,5
CUST002,Sarah Thompson,Retail,Salaried,125000.0018,Current,3
CUST003,Michael Chen,Retail,Self-employed,95000.00198,Business,12
CUST004,Emily Rodriguez,Retail,Retired,44999.98051,Savings,8
CUST005,David Kumar,Retail,Student,4999.983162,Savings,4
CUST006,Lisa Anderson,Retail,Salaried,85000.0095,Current,6
CUST007,James Wilson,Retail,Self-employed,149999.9886,Business,15
CUST008,Maria Garcia,Retail,Salaried,72000.01433,Current,5
CUST009,Robert Taylor,Retail,Business,180000.0025,Business,18
CUST010,Jennifer Lee,Retail,Student,5999.988005,Savings,7
CUST011,William Brown,Retail,Retired,38000.00784,Savings,9
CUST012,Patricia Davis,Retail,Salaried,105000.001,Current,4
CUST013,Christopher Moore,Retail,Self-employed,87999.98723,Business,11
CUST014,Linda Johnson,Retail,Housewife,25000.00943,Savings,6
CUST015,Daniel White,Retail,Salaried,95000.00764,Current,5
CUST016,Karen Martinez,Retail,Student,7500.010475,Savings,8
CUST017,Matthew Harris,Retail,Business,219999.9907,Business,20
CUST018,Nancy Clark,Retail,Retired,51999.99793,Savings,7
CUST019,Paul Lewis,Retail,Salaried,114999.9985,Current,4
CUST020,Betty Walker,Retail,Self-employed,78000.01073,Business,10
CUST001,John Mitchell,Retail,Student,8000.007739,Savings,5
CUST002,Sarah Thompson,Retail,Salaried,125000.0048,Current,3
CUST003,Michael Chen,Retail,Self-employed,94999.96957,Business,12
CUST004,Emily Rodriguez,Retail,Retired,45000.00085,Savings,8
CUST005,David Kumar,Retail,Student,4999.989053,Savings,4
CUST006,Lisa Anderson,Retail,Salaried,85000.00766,Current,6
CUST007,James Wilson,Retail,Self-employed,150000.0108,Business,15
CUST008,Maria Garcia,Retail,Salaried,71999.99119,Current,5
CUST009,Robert Taylor,Retail,Business,180000.006,Business,18
CUST010,Jennifer Lee,Retail,Student,5999.998253,Savings,7
CUST011,William Brown,Retail,Retired,38000.00662,Savings,9
CUST012,Patricia Davis,Retail,Salaried,104999.9893,Current,4
CUST013,Christopher Moore,Retail,Self-employed,88000.01097,Business,11
CUST014,Linda Johnson,Retail,Housewife,25000.00079,Savings,6
CUST015,Daniel White,Retail,Salaried,94999.99993,Current,5
CUST016,Karen Martinez,Retail,Student,7500.011076,Savings,8
CUST017,Matthew Harris,Retail,Business,219999.9944,Business,20
CUST018,Nancy Clark,Retail,Retired,52000.00853,Savings,7
CUST019,Paul Lewis,Retail,Salaried,114999.9871,Current,4
CUST020,Betty Walker,Retail,Self-employed,77999.99779,Business,10
CUST001,John Mitchell,Retail,Student,7999.979253,Savings,5
CUST002,Sarah Thompson,Retail,Salaried,124999.9995,Current,3
CUST003,Michael Chen,Retail,Self-employed,94999.99215,Business,12
CUST004,Emily Rodriguez,Retail,Retired,45000.01305,Savings,8
CUST005,David Kumar,Retail,Student,5000.014136,Savings,4
CUST006,Lisa Anderson,Retail,Salaried,85000.019,Current,6
CUST007,James Wilson,Retail,Self-employed,150000.0067,Business,15
CUST008,Maria Garcia,Retail,Salaried,71999.99935,Current,5
CUST009,Robert Taylor,Retail,Business,180000.0031,Business,18
CUST010,Jennifer Lee,Retail,Student,6000.007611,Savings,7
CUST011,William Brown,Retail,Retired,38000.01598,Savings,9
CUST012,Patricia Davis,Retail,Salaried,105000.0163,Current,4
CUST013,Christopher Moore,Retail,Self-employed,88000.00092,Business,11
CUST014,Linda Johnson,Retail,Housewife,24999.99821,Savings,6
CUST015,Daniel White,Retail,Salaried,95000.00308,Current,5
CUST016,Karen Martinez,Retail,Student,7499.9968,Savings,8
CUST017,Matthew Harris,Retail,Business,220000.0027,Business,20
CUST018,Nancy Clark,Retail,Retired,52000.00559,Savings,7
CUST019,Paul Lewis,Retail,Salaried,114999.999,Current,4
CUST020,Betty Walker,Retail,Self-employed,77999.99404,Business,10
CUST001,John Mitchell,Retail,Student,8000.008406,Savings,5
CUST002,Sarah Thompson,Retail,Salaried,124999.9942,Current,3
CUST003,Michael Chen,Retail,Self-employed,95000.00334,Business,12
CUST004,Emily Rodriguez,Retail,Retired,44999.99941,Savings,8
CUST005,David Kumar,Retail,Student,5000.003422,Savings,4
CUST006,Lisa Anderson,Retail,Salaried,85000.01327,Current,6
CUST007,James Wilson,Retail,Self-employed,150000.0212,Business,15
CUST008,Maria Garcia,Retail,Salaried,72000.00868,Current,5
CUST009,Robert Taylor,Retail,Business,180000.0005,Business,18
CUST010,Jennifer Lee,Retail,Student,6000.020493,Savings,7
CUST011,William Brown,Retail,Retired,37999.99857,Savings,9
CUST012,Patricia Davis,Retail,Salaried,105000.0005,Current,4
CUST013,Christopher Moore,Retail,Self-employed,87999.98801,Business,11
CUST014,Linda Johnson,Retail,Housewife,24999.99032,Savings,6
CUST015,Daniel White,Retail,Salaried,95000.00336,Current,5
CUST016,Karen Martinez,Retail,Student,7499.995334,Savings,8
CUST017,Matthew Harris,Retail,Business,219999.9975,Business,20
CUST018,Nancy Clark,Retail,Retired,51999.98581,Savings,7
CUST019,Paul Lewis,Retail,Salaried,115000.0085,Current,4
CUST020,Betty Walker,Retail,Self-employed,78000.02578,Business,10
CUST001,John Mitchell,Retail,Student,7999.998575,Savings,5
CUST002,Sarah Thompson,Retail,Salaried,124999.9982,Current,3
CUST003,Michael Chen,Retail,Self-employed,95000.01347,Business,12
CUST004,Emily Rodriguez,Retail,Retired,44999.9921,Savings,8
CUST005,David Kumar,Retail,Student,5000.003234,Savings,4
CUST006,Lisa Anderson,Retail,Salaried,84999.97763,Current,6
CUST007,James Wilson,Retail,Self-employed,150000.0199,Business,15
CUST008,Maria Garcia,Retail,Salaried,72000.00546,Current,5
CUST009,Robert Taylor,Retail,Business,180000.0037,Business,18
CUST010,Jennifer Lee,Retail,Student,5999.985525,Savings,7
CUST011,William Brown,Retail,Retired,37999.99639,Savings,9
CUST012,Patricia Davis,Retail,Salaried,105000.0086,Current,4
CUST013,Christopher Moore,Retail,Self-employed,87999.9959,Business,11
CUST014,Linda Johnson,Retail,Housewife,25000.00995,Savings,6
CUST015,Daniel White,Retail,Salaried,95000.01793,Current,5
CUST016,Karen Martinez,Retail,Student,7499.969286,Savings,8
CUST017,Matthew Harris,Retail,Business,219999.9939,Business,20
CUST018,Nancy Clark,Retail,Retired,51999.9898,Savings,7
CUST019,Paul Lewis,Retail,Salaried,115000.0088,Current,4
CUST020,Betty Walker,Retail,Self-employed,78000.00015,Business,10
CUST001,John Mitchell,Retail,Student,8000.001746,Savings,5
CUST002,Sarah Thompson,Retail,Salaried,124999.982,Current,3
CUST003,Michael Chen,Retail,Self-employed,95000.00472,Business,12
CUST004,Emily Rodriguez,Retail,Retired,44999.99047,Savings,8
CUST005,David Kumar,Retail,Student,4999.999173,Savings,4
CUST006,Lisa Anderson,Retail,Salaried,85000.00235,Current,6
CUST007,James Wilson,Retail,Self-employed,149999.9965,Business,15
CUST008,Maria Garcia,Retail,Salaried,72000.01147,Current,5
CUST009,Robert Taylor,Retail,Business,179999.9936,Business,18
CUST010,Jennifer Lee,Retail,Student,5999.995851,Savings,7
CUST011,William Brown,Retail,Retired,38000.00631,Savings,9
CUST012,Patricia Davis,Retail,Salaried,105000.0129,Current,4
CUST013,Christopher Moore,Retail,Self-employed,88000.00356,Business,11
CUST014,Linda Johnson,Retail,Housewife,25000.00023,Savings,6
CUST015,Daniel White,Retail,Salaried,94999.99634,Current,5
CUST016,Karen Martinez,Retail,Student,7499.991413,Savings,8
CUST017,Matthew Harris,Retail,Business,219999.9998,Business,20
CUST018,Nancy Clark,Retail,Retired,52000.00187,Savings,7
CUST019,Paul Lewis,Retail,Salaried,115000.0037,Current,4
CUST020,Betty Walker,Retail,Self-employed,78000.0018,Business,10
CUST001,John Mitchell,Retail,Student,8000.003225,Savings,5
CUST002,Sarah Thompson,Retail,Salaried,124999.9979,Current,3
CUST003,Michael Chen,Retail,Self-employed,95000.00442,Business,12
CUST004,Emily Rodriguez,Retail,Retired,45000.0158,Savings,8
CUST005,David Kumar,Retail,Student,4999.988749,Savings,4
CUST006,Lisa Anderson,Retail,Salaried,84999.99987,Current,6
CUST007,James Wilson,Retail,Self-employed,150000.0047,Business,15
CUST008,Maria Garcia,Retail,Salaried,71999.98668,Current,5
CUST009,Robert Taylor,Retail,Business,179999.9987,Business,18
CUST010,Jennifer Lee,Retail,Student,6000.011696,Savings,7
CUST011,William Brown,Retail,Retired,37999.98811,Savings,9
CUST012,Patricia Davis,Retail,Salaried,104999.9827,Current,4
CUST013,Christopher Moore,Retail,Self-employed,87999.99097,Business,11
CUST014,Linda Johnson,Retail,Housewife,25000.01478,Savings,6
CUST015,Daniel White,Retail,Salaried,94999.97986,Current,5
CUST016,Karen Martinez,Retail,Student,7499.992049,Savings,8
CUST017,Matthew Harris,Retail,Business,220000.0003,Business,20
CUST018,Nancy Clark,Retail,Retired,51999.98354,Savings,7
CUST019,Paul Lewis,Retail,Salaried,114999.9908,Current,4
CUST020,Betty Walker,Retail,Self-employed,78000.03168,Business,10
CUST001,John Mitchell,Retail,Student,7999.989995,Savings,5
CUST002,Sarah Thompson,Retail,Salaried,124999.9896,Current,3
CUST003,Michael Chen,Retail,Self-employed,95000.00947,Business,12
CUST004,Emily Rodriguez,Retail,Retired,44999.99462,Savings,8
CUST005,David Kumar,Retail,Student,5000.00426,Savings,4
CUST006,Lisa Anderson,Retail,Salaried,84999.99104,Current,6
CUST007,James Wilson,Retail,Self-employed,149999.9897,Business,15
CUST008,Maria Garcia,Retail,Salaried,72000.00903,Current,5
CUST009,Robert Taylor,Retail,Business,180000.0031,Business,18
CUST010,Jennifer Lee,Retail,Student,5999.993653,Savings,7
CUST011,William Brown,Retail,Retired,37999.99815,Savings,9
CUST012,Patricia Davis,Retail,Salaried,105000.0022,Current,4
CUST013,Christopher Moore,Retail,Self-employed,88000.01064,Business,11
CUST014,Linda Johnson,Retail,Housewife,24999.99755,Savings,6
CUST015,Daniel White,Retail,Salaried,95000.00826,Current,5
CUST016,Karen Martinez,Retail,Student,7500.003174,Savings,8
CUST017,Matthew Harris,Retail,Business,220000.0053,Business,20
CUST018,Nancy Clark,Retail,Retired,52000.00022,Savings,7
CUST019,Paul Lewis,Retail,Salaried,115000.0097,Current,4
